Date,var0,var1,var2
0.0,0.0,0.0,0.0
0.01001001001001001,0.2958070811665539,0.2958070811665539,0.2958070811665539
0.02002002002002002,0.5651380685920271,0.5651380685920271,0.5651380685920271
0.03003003003003003,0.78388660064933,0.78388660064933,0.78388660064933
0.04004004004004004,0.9324736780202824,0.9324736780202824,0.9324736780202824
0.050050050050050046,0.9976000741492778,0.9976000741492778,0.9976000741492778
0.06006006006006006,0.9734366771633683,0.9734366771633683,0.9734366771633683
0.07007007007007007,0.8621462221843063,0.8621462221843063,0.8621462221843063
0.08008008008008008,0.6736897165919457,0.6736897165919457,0.6736897165919457
0.09009009009009009,0.4249348840678928,0.4249348840678928,0.4249348840678928
0.10010010010010009,0.1381464257764359,0.1381464257764359,0.1381464257764359
0.11011011011011011,-0.16100677275189493,-0.16100677275189493,-0.16100677275189493
0.12012012012012012,-0.4457491248883234,-0.4457491248883234,-0.4457491248883234
0.13013013013013014,-0.6905948810101928,-0.6905948810101928,-0.6905948810101928
0.14014014014014015,-0.8736292202632362,-0.8736292202632362,-0.8736292202632362
0.15015015015015015,-0.9784697277816927,-0.9784697277816927,-0.9784697277816927
0.16016016016016016,-0.9957326961371449,-0.9957326961371449,-0.9957326961371449
0.17017017017017017,-0.9238730102950713,-0.9238730102950713,-0.9238730102950713
0.18018018018018017,-0.7693224425141225,-0.7693224425141225,-0.7693224425141225
0.19019019019019018,-0.5459139791588192,-0.5459139791588192,-0.5459139791588192
0.20020020020020018,-0.27364370482260436,-0.27364370482260436,-0.27364370482260436
0.21021021021021022,0.023118939175514847,0.023118939175514847,0.023118939175514847
0.22022022022022023,0.31781233182781893,0.31781233182781893,0.31781233182781893
0.23023023023023023,0.5840600596354499,0.5840600596354499,0.5840600596354499
0.24024024024024024,0.7980317268824393,0.7980317268824393,0.7980317268824393
0.2502502502502503,0.940575885612824,0.940575885612824,0.940575885612824
0.2602602602602603,0.9989341782717204,0.9989341782717204,0.9989341782717204
0.2702702702702703,0.9678832693631935,0.9678832693631935,0.9678832693631935
0.2802802802802803,0.8502023579914898,0.8502023579914898,0.8502023579914898
0.2902902902902903,0.6564244267638064,0.6564244267638064,0.6564244267638064
0.3003003003003003,0.4038934914214305,0.4038934914214305,0.4038934914214305
0.3103103103103103,0.11521223169156894,0.11521223169156894,0.11521223169156894
0.3203203203203203,-0.18378105246433263,-0.18378105246433263,-0.18378105246433263
0.3303303303303303,-0.46632508748903956,-0.46632508748903956,-0.46632508748903956
0.34034034034034033,-0.7071308832481832,-0.7071308832481832,-0.7071308832481832
0.35035035035035034,-0.8846452139137285,-0.8846452139137285,-0.8846452139137285
0.36036036036036034,-0.9829797307668023,-0.9829797307668023,-0.9829797307668023
0.37037037037037035,-0.9933330424549106,-0.9933330424549106,-0.9933330424549106
0.38038038038038036,-0.9147784799824903,-0.9147784799824903,-0.9147784799824903
0.39039039039039036,-0.7543470378463851,-0.7543470378463851,-0.7543470378463851
0.40040040040040037,-0.5263980677032941,-0.5263980677032941,-0.5263980677032941
0.41041041041041043,-0.25133405037920087,-0.25133405037920087,-0.25133405037920087
0.42042042042042044,0.046225519965200426,0.046225519965200426,0.046225519965200426
0.43043043043043044,0.3396476937503228,0.3396476937503228,0.3396476937503228
0.44044044044044045,0.6026698374103644,0.6026698374103644,0.6026698374103644
0.45045045045045046,0.8117502598402285,0.8117502598402285,0.8117502598402285
0.46046046046046046,0.9481753019826424,0.9481753019826424,0.9481753019826424
