Date,var0,var1,var2
0.0,0.0,0.0,0.0
0.004001600640256103,0.21627645433798368,0.42855450059966793,0.14326957298868004
0.008003201280512205,-0.31761980833317033,0.7977084770523913,-0.0029352797919690067
0.012004801920768308,1.7424606774291265,1.1976941185924934,0.5020581688930194
0.01600640256102441,0.5697279398020714,0.9180791613013581,1.1608825675672467
0.020008003201280513,1.274295785894698,1.2986050237164894,1.2009413815367724
0.024009603841536616,0.6131274341274188,0.2870138678856102,1.3496493197565982
0.028011204481792718,0.1768068745983279,0.6070322564599004,0.36320809038832597
0.03201280512204882,-0.05464792550237466,-0.04798561376624639,-0.1043966907336162
0.03601440576230493,-0.8077019340446626,-0.261702464736552,-0.49891131493902274
0.040016006402561026,-1.1606548236035175,-0.5729725059405906,-1.1224342606374536
0.044017607042817125,-0.822004866324376,-0.2400636145388102,-0.5782501497431216
0.04801920768307323,-1.3673739225452195,-0.19905575596129016,-0.3205695615363312
0.05202080832332934,-1.0013738905116794,-1.0230539951538982,-0.7631126363325433
0.056022408963585436,-1.028304378447902,-0.4687127710695746,-0.5820923518815034
0.060024009603841535,-0.34433920616952307,-0.27512190217902743,-0.34611620405047205
0.06402561024409764,-0.052985086516753654,0.12190178690463913,0.04033074241845793
0.06802721088435375,0.6170822209521813,0.35854549813407144,0.559568931800274
0.07202881152460985,0.010293372930109266,1.201507112074127,0.5367827417066607
0.07603041216486595,1.8436618867710026,1.5742032007154605,0.2760504065456721
0.08003201280512205,1.6016096417365218,0.46472897224979676,0.4300424399932806
0.08403361344537816,1.2140105619630137,0.6013750842559242,1.3036464866155364
0.08803521408563425,0.6299554776321199,0.779596618638795,0.49995729863937033
0.09203681472589036,0.2590132094593674,0.303053252650031,0.4080672944082975
0.09603841536614646,-0.2327355657524219,-0.12054221879724482,-0.2553298979800545
0.10004001600640257,-0.4307815933142345,-0.34696351877794235,-0.6350150271494047
0.10404161664665867,-1.1274983215340708,-1.7314601972041417,-0.8311434046737946
0.10804321728691477,-1.0031707115525434,-0.9002523464148928,-0.5280707672260816
0.11204481792717087,-1.5566201494601626,-1.1482954307876447,-0.9522708071753229
0.11604641856742698,-0.8230153838386882,-0.6537588213148584,-0.8684251904052027
0.12004801920768307,-0.5509790389107613,-0.5072044435409307,-0.4962697652569226
0.12404961984793918,-0.18612568185884015,-0.07439312499328968,-0.24783880274095949
0.12805122048819528,0.46223960593717817,0.4332631285159527,0.22181589683201877
0.13205282112845138,0.15098561488420734,0.5150401120799242,0.524998640674445
0.1360544217687075,0.8801610818368406,0.8836522417026987,0.460471743469709
0.1400560224089636,0.254359849382735,1.4858138387327704,1.280132931640432
0.1440576230492197,0.5269729751431657,1.0884691403357412,0.8582964717505835
0.1480592236894758,0.7983063304556441,0.46864074688699303,0.3291351001439601
0.1520608243297319,0.6366624201368689,0.06608401931112738,0.6234109054830236
0.156062424969988,0.003559618525273582,0.19808067207959285,0.10741571324662018
0.1600640256102441,-0.20725544145304423,-0.24144547830576366,-0.17762140020886158
0.1640656262505002,-1.3044127837327575,-0.4500011198210161,-0.7776550040412783
0.16806722689075632,-1.2611191204744154,-1.1497548547545016,-0.4713144854975197
0.1720688275310124,-1.5809815016244066,-0.8267482015006709,-1.4729320854046162
0.1760704281712685,-1.0333048157362474,-0.5787582423864654,-1.1809119045231957
0.18007202881152462,-0.3140867633508399,-0.5702323162657267,-1.1118948077148931
0.1840736294517807,-0.3672801815117425,-0.3945140578657229,-0.37360793214030774
0.18807523009203683,-0.02810100039124239,-0.012147519862725017,-0.025437473065684942
0.19207683073229292,0.2908026320064509,0.334392141280611,0.25109044807177394
0.19607843137254902,0.8941450506437576,0.19273167032750188,0.8327090072301089
0.20008003201280514,1.737725502885131,1.3059688444007649,0.7383346619297978
0.20408163265306123,1.0879743686992864,1.6489341550199088,1.1789892357014713
0.20808323329331735,1.0477673535714949,1.1073910663039426,1.8430375968476995
0.21208483393357344,1.194951798494522,0.411223556449679,0.3379765102079951
